AVAR;RUSSIAN;ENGLISH
цогидалда релълъинаби;ПОДРАЖАНИЕ;
цогиялда релълъинабун хъварабасар;ПОДРАЖАНИЕ;
чияралда релълъинабун щибниги гьабулев чи;ПОДРАЖАТЕЛЬ;
чияралда релълъинабун щибниги гьабулей гIадан;ПОДРАЖАТЕЛЬНИЦА;
лъидасанниги мисалбосизе;ПОДРАЖАТЬ;
лъицаниги гьабуралда релълъун гьабизе;ПОДРАЖАТЬ;
цогидалда релълъун гьабизе;ПОДРАЖАТЬ;
бутIа;ПОДРАЗДЕЛЕНИЕ;
бутIабаздебикьи;ПОДРАЗДЕЛЕНИЕ;
подразделение;ПОДРАЗДЕЛЕНИЕ;
бутIабазде бикьизе;ПОДРАЗДЕЛИТЬ;
гIисинал бутIабазде биххизе;ПОДРАЗДЕЛЯТЬСЯ;
рекIелъ къарарлъизе;ПОДРАЗУМЕВАТЬ;
бичIчIизе;ПОДРАЗУМЕВАТЬСЯ;
лъазе;ПОДРАЗУМЕВАТЬСЯ;
дагьав кIудияв гIезе;ПОДРАСТИ;
мальчик подрос вас дагьав кIудияв гIуна;ПОДРАСТИ;
чIахIалъизе;ПОДРАСТИ;
кьабезе;ПОДРАТЬСЯ;
рагъизе;ПОДРАТЬСЯ;
къокъ гьабизе;ПОДРЕЗАТЬ;
къотI-къотIизе;ПОДРЕЗАТЬ;
къотIун рехизе;ПОДРЕЗАТЬ;
гъапуллъизе;ПОДРЕМАТЬ;
свадизе;ПОДРЕМАТЬ;
дагьа-макъаб къачIазе;ПОДРЕМОНТИРОВАТЬ;
мухIканго;ПОДРОБНО;
рагIа-ракьан бахъун;ПОДРОБНО;
щибниги гьоркьоб течIого;ПОДРОБНО;
дуруслъи;ПОДРОБНОСТЬ;
мухIканлъи;ПОДРОБНОСТЬ;
дурусаб;ПОДРОБНЫЙ;
мухIканаб;ПОДРОБНЫЙ;
рагIа-ракьанбахъараб;ПОДРОБНЫЙ;
бащад гьабизе;ПОДРОВНЯТЬ;
битIа-бишизабизе;ПОДРОВНЯТЬ;
битIизабизе;ПОДРОВНЯТЬ;
цокIал гьабизе;ПОДРОВНЯТЬ;
гIолиласул;ПОДРОСТКОВЫЙ;
гIолилав;ПОДРОСТОК;
гIолилай;ПОДРОСТОК;
дагьабги би-чIизе;ПОДРУБИТЬ;
къокъ гьабизе;ПОДРУБИТЬ;
мицIир жанибе чIванбукъизе;ПОДРУБИТЬ;
тIаса къотIизе;ПОДРУБИТЬ;
гьудулас гIадин;ПО-ДРУЖЕСКИ;
гьудул-гьалмагълъиялда;ПО-ДРУЖЕСКИ;
гьудулзаби лъугьине;ПОДРУЖИТЬСЯ;
гьудуллъи гьабизе;ПОДРУЖИТЬСЯ;
дагьабго багIар гьабизе;ПОДРУМЯНИТЬ;
багIарлъизе;ПОДРУМЯНИТЬСЯ;
багIарлъун ине;ПОДРУМЯНИТЬСЯ;
идаго къваригIунеб;ПОДРУЧНЫЙ;
квер бегьаралъуб батулеб;ПОДРУЧНЫЙ;
пагьла;ПОДРУЧНЫЙ;
хадучи;ПОДРУЧНЫЙ;
биххизаби;ПОДРЫВ;
биххун ин;ПОДРЫВ;
жагъаллъи;ПОДРЫВ;
жагъаллъи ккезаби;ПОДРЫВ;
кьвагьи;ПОДРЫВ;
кьвагьун ин;ПОДРЫВ;
хвезаби;ПОДРЫВ;
хвей;ПОДРЫВ;
заралчилъиялъулаб;ПОДРЫВНОЙ;
зиянлъиялъулаб;ПОДРЫВНОЙ;
кьвагьиялъул;ПОДРЫВНОЙ;
бухъун дагьабги гъварид;ПОДРЫТЬ;
гIатIид гьабизе;ПОДРЫТЬ;
гъоркьан цодагьаб бухъизе;ПОДРЫТЬ;
дагьабгибухъизе;ПОДРЫТЬ;
къотIиялда рекъон;ПОДРЯД;
тIаде боси;ПОДРЯД;
тIаса бищичIого;ПОДРЯД;
тIатIалаго;ПОДРЯД;
цебесан;ПОДРЯД;
къотIиги гьабун заманалъ хIалтIизе кквезе;ПОДРЯДИТЬ;
къотIиялда рекъон заманалъ хIалтIи гьабизе ине;ПОДРЯДИТЬСЯ;
къотIиялда рекъон хIалтIи гьабулев чи;ПОДРЯДЧИК;
хIалтIи гьабулеб организация;ПОДРЯДЧИК;
аскIов гIодов чIезавизе;ПОДСАДИТЬ;
вахинавизе;ПОДСАДИТЬ;
вахинекумек гьабизе;ПОДСАДИТЬ;
рекIинавизе;ПОДСАДИТЬ;
рекIине;ПОДСАДИТЬ;
тIадеги чIезе;ПОДСАДИТЬ;
хIедучирахъ лъолеб жо;ПОДСВЕЧНИК;
хIедучирахъалъул тах;ПОДСВЕЧНИК;
тIаде хьай;ПОДСЕВ;
кьили лъезе;ПОДСЕДЛАТЬ;
кьолозе;ПОДСЕДЛАТЬ;
щивниги лъиданиги ас-кIове вахъинавизе;ПОДСЕЛИТЬ;
аскIов гIодов чIезе;ПОДСЕСТЬ;
аскIовегIан къазе;ПОДСЕСТЬ;
хьолбохъ гIодов чIезе;ПОДСЕСТЬ;
тIадеги хьазе;ПОДСЕЯТЬ;
гъоркьчIел гьабизе;ПОДСИДЕТЬ;
зиян гьабизе;ПОДСИДЕТЬ;
лазатбахъи гьабизе;ПОДСИДЕТЬ;
хъахIибилалъ белъине;ПОДСИНИТЬ;
хъахIил гьабизе;ПОДСИНИТЬ;
вагьизавизе;ПОДСКАЗАТЬ;
цо пикруялде кантIизавизе;ПОДСКАЗАТЬ;
гьедин бицараб жо;ПОДСКАЗКА;
цогидазда рагIиларедухъ лъалареб жо бицин;ПОДСКАЗКА;
аскIовегIан вачIине;ПОДСКАКАТЬ;
биччан чугун;ПОДСКАКАТЬ;
дурун тIаде гIунтIизе;ПОДСКАКАТЬ;
щвезе;ПОДСКАКАТЬ;
дагьаб тIаса хъвагIазе;ПОДСКОБЛИТЬ;
хачазе;ПОДСКОБЛИТЬ;
хехго векерун аскIове щвезе;ПОДСКОЧИТЬ;
гьуин гьабизе;ПОДСЛАСТИТЬ;
цIех-рехалда гъоркьбугеб;ПОДСЛЕДСТВЕННЫЙ;
канлъукъав;ПОДСЛЕПОВАТЫЙ;
цIакъго аскIобегIанисан гурони бихьуларев;ПОДСЛЕПОВАТЫЙ;
балъго гIенеккизе;ПОДСЛУШАТЬ;
гIад-хочI гьавизе;ПОДСМЕИВАТЬСЯ;
лъида вугонигисунда бугониги тIад велъизе;ПОДСМЕИВАТЬСЯ;
балъго валагьизе;ПОДСМОТРЕТЬ;
балъго валагьун;ПОДСМОТРЕТЬ;
бихьизе;ПОДСМОТРЕТЬ;
бихьизе;ПОДСМОТРЕТЬ;
ракIалдаго гьечIого;ПОДСМОТРЕТЬ;
гIадратIегь;ПОДСНЕЖНИК;
кумекалъе бугеб;ПОДСОБНЫЙ;
кумекалъулаб;ПОДСОБНЫЙ;
гIакълуялда къимат кьезе кIолареб психикияб хIал;ПОДСОЗНАНИЕ;
бичIчIиялдаса къватIисеб;ПОДСОЗНАТЕЛЬНЫЙ;
жеги бичIчIун бахъинчIеб;ПОДСОЗНАТЕЛЬНЫЙ;
инстинктивияб;ПОДСОЗНАТЕЛЬНЫЙ;
дагьабги цIан базе;ПОДСОЛИТЬ;
цIамхIал гьабизе;ПОДСОЛИТЬ;
цIан базе;ПОДСОЛИТЬ;
бакъалда бугеб;ПОДСОЛНЕЧНЫЙ;
бакъалда гъоркь бугеб;ПОДСОЛНЕЧНЫЙ;
бакъдебуссалъул;ПОДСОЛНЕЧНЫЙ;
бучIизе;ПОДСОХНУТЬ;
дагь-дагьккун бакъвазе;ПОДСОХНУТЬ;
кумек;ПОДСПОРЬЕ;
аскIобегIан лъезе;ПОДСТАВИТЬ;
подо гъоркь лъезе;ПОДСТАВИТЬ;
санагIат гьечIеб хIалалде ккезавизе;ПОДСТАВИТЬ;
хисун лъезе;ПОДСТАВИТЬ;
цогидасе санагIатаб хIалалъ ккезабизе;ПОДСТАВИТЬ;
гъоркь лъолеб жо;ПОДСТАВКА;
жинда тIад щибниги лъолеб жо;ПОДСТАВКА;
чIвалеб жо;ПОДСТАВКА;
гъоркьан яги хьибилалдасан лъолеб;ПОДСТАВНОЙ;
гьересияв;ПОДСТАВНОЙ;
стаканалда гъоркь лъолеб жо;ПОДСТАКАННИК;
хисун ккезаби;ПОДСТАНОВКА;
хисун лъей;ПОДСТАНОВКА;
подстанция;ПОДСТАНЦИЯ;
гIедегIизаризе;ПОДСТЕГНУТЬ;
гъоркьанбазе;ПОДСТЕГНУТЬ;
рагъа-рачаризаризе;ПОДСТЕГНУТЬ;
цодагьаб бацIизе;ПОДСТЕГНУТЬ;
гъоркьчIел гьабизе;ПОДСТЕРЕЧЬ;
хъаравуллъи ккун чIезе;ПОДСТЕРЕЧЬ;
чан къанчIезе;ПОДСТЕРЕЧЬ;
гъоркь тIами;ПОДСТИЛКА;
гъоркь тIибитIи;ПОДСТИЛКА;
квешлъи гьабизе цогидал гьусулевчи;ПОДСТРЕКАТЕЛЬ;
гьесизави;ПОДСТРЕКАТЕЛЬСТВО;
квешлъи гьабизе гьуси;ПОДСТРЕКАТЕЛЬСТВО;
гьесизавизе;ПОДСТРЕКНУТЬ;
гьусизе;ПОДСТРЕКНУТЬ;
бортизабизе;ПОДСТРЕЛИТЬ;
лъукъизе;ПОДСТРЕЛИТЬ;
туманкI речIчIун чIвазе;ПОДСТРЕЛИТЬ;
кIвекьмаххалъ бащад гьабизе;ПОДСТРИЧЬ;
кIуризе;ПОДСТРИЧЬ;
тIогьиса къунцIизе;ПОДСТРИЧЬ;
бащад гьабизе;ПОДСТРИЧЬСЯ;
жиндирго катIари къокъ гьабизе;ПОДСТРИЧЬСЯ;
аскIоб;ПОДСТРОИТЬ;
балъго гьабизе;ПОДСТРОИТЬ;
сунданиги-лъиданиги аскIор кьерда чIезаризе;ПОДСТРОИТЬ;
хьолбохъ базе;ПОДСТРОИТЬ;
что рекъезабизе;ПОДСТРОИТЬ;
мухъ ккун гьабураб таржама;ПОДСТРОЧНИК;
подстрочник;ПОДСТРОЧНИК;
гьумералда яги щибаб мухъалда гъоркь лъураб;ПОДСТРОЧНЫЙ;
мухъ-мухъ ккун буссинабураб;ПОДСТРОЧНЫЙ;
рагIи-рагIи ккун буссинабураб;ПОДСТРОЧНЫЙ;
аскIорегIан къай;ПОДСТУП;
аскIорегIан къазе;ПОДСТУПИТЬ;
судалда гъоркь йигей гIадан;ПОДСУДИМАЯ;
судалда гъоркь вугев чи;ПОДСУДИМЫЙ;
судалде кколеб;ПОДСУДНЫЙ;
балъго гIадин;ПОДСУНУТЬ;
къазабизе;ПОДСУНУТЬ;
къазабизе;ПОДСУНУТЬ;
лъалареб хIалалъ;ПОДСУНУТЬ;
цебелъезе;ПОДСУНУТЬ;
бучIизабизе;ПОДСУШИТЬ;
цодагьаб бакъвазабизе;ПОДСУШИТЬ;
рикIкIун къадар чIезаби;ПОДСЧЁТ;
хIисаб гьаби;ПОДСЧЁТ;
рикIкIун къадар чIезабизе;ПОДСЧИТАТЬ;
хIисаб гьабизе;ПОДСЧИТАТЬ;
балъго щвазе;ПОДСЫПАТЬ;
дагьабги борхат гьабизе;ПОДСЫПАТЬ;
тIаде бан;ПОДСЫПАТЬ;
тIаде дагьабги щвазе;ПОДСЫПАТЬ;
рекIкIаб куцалъсокIкIине;ПОДТАСОВАТЬ;
ургъунго мекъса сверизабизе;ПОДТАСОВАТЬ;
рекIкIаб куцалъсокIкIин;ПОДТАСОВКА;
ургъунго мекъса сверизаби;ПОДТАСОВКА;
аскIобегIан бехъерхъизе;ПОДТАЩИТЬ;
гъоркьан биине;ПОДТАЯТЬ;
битIараблъунрикIкIине;ПОДТВЕРДИТЬ;
ритIухъ гьабизе;ПОДТВЕРДИТЬ;
битIун батизе;ПОДТВЕРДИТЬСЯ;
ритIухълъизе;ПОДТВЕРДИТЬСЯ;
уяблъизе;ПОДТВЕРДИТЬСЯ;
ритIухъ гьаби;ПОДТВЕРЖДЕНИЕ;
ритIухъ гьабулеб;ПОДТВЕРЖДЕНИЕ;
уяб букIин;ПОДТВЕРЖДЕНИЕ;
уяббукIин бихьизабулеб хIужжа;ПОДТВЕРЖДЕНИЕ;
мухъ;ПОДТЁК;
хъахIиллъараб бакI;ПОДТЁК;
чвахараб лъамалъиялъ тараблъалкI;ПОДТЁК;
бакъвазегIан лъулъазе;ПОДТЕРЕТЬ;
бакъвазегIанбацIцIине;ПОДТЕРЕТЬ;
гъоркье ине;ПОДТЕЧЬ;
гъоркье чвахизе;ПОДТЕЧЬ;
гьабизе тIамизе;ПОДТОЛКНУТЬ;
гьаругьин тункизе;ПОДТОЛКНУТЬ;
щивниги кинаб бугониги ишалде гьесизавизе;ПОДТОЛКНУТЬ;
дагьабги биинабизе;ПОДТОПИТЬ;
печь бакун хинлъизабизе;ПОДТОПИТЬ;
жанисан кваназе;ПОДТОЧИТЬ;
рекIинабизе;ПОДТОЧИТЬ;
ххине;ПОДТОЧИТЬ;
валъаргъине;ПОДТРУНИТЬ;
вакIа-вахарарав чи;ПОДТЯНУТЫЙ;
аскIобегIан цIазе;ПОДТЯНУТЬ;
бакIаризе;ПОДТЯНУТЬ;
борхизабизе;ПОДТЯНУТЬ;
гъоркье;ПОДТЯНУТЬ;
дугъдазабизе;ПОДТЯНУТЬ;
жанибе цIазе;ПОДТЯНУТЬ;
кечI ахIулесда тIад рекъезабизе;ПОДТЯНУТЬ;
лъикIлъизабизе;ПОДТЯНУТЬ;
нахъа хутIазаре кумек гьабизе;ПОДТЯНУТЬ;
цадахъ ахIизе;ПОДТЯНУТЬ;
церегIан рачине;ПОДТЯНУТЬ;
щула гьабун къазе;ПОДТЯНУТЬ;
аскIорегIан рачIине;ПОДТЯНУТЬСЯ;
дугъдазабизе;ПОДТЯНУТЬСЯ;
къазабизе;ПОДТЯНУТЬСЯ;
къазе;ПОДТЯНУТЬСЯ;
цIазе;ПОДТЯНУТЬСЯ;
ургъизе;ПОДУМАТЬ;
ургъулев вукIине;ПОДУМЫВАТЬ;
пузе;ПОДУТЬ;
дагьабги лъикI лъазабизе;ПОДУЧИТЬ;
дагьамакьаб жо малъизе;ПОДУЧИТЬ;
ругьун гьавизе;ПОДУЧИТЬ;
с малъун тIамизе;ПОДУЧИТЬ;
дагьа-макъаб жо лъазабизе;ПОДУЧИТЬСЯ;
дагьамакъав ругьунлъизе;ПОДУЧИТЬСЯ;
берцинаб махI гьабизе;ПОДУШИТЬ;
гьуинмахI бахъинабизе;ПОДУШИТЬ;
къандалъо;ПОДУШКА;
хIелхIелчи;ПОДХАЛИМ;
хIелхIелчIужу;ПОДХАЛИМКА;
хIелхIедизе;ПОДХАЛИМНИЧАТЬ;
хIелхIеди;ПОДХАЛИМСТВО;
хIелхIелчилъи;ПОДХАЛИМСТВО;
гъоркьа квер бан;ПОДХВАТИТЬ;
кодобебосизе;ПОДХВАТИТЬ;
гIедегIизавизе;ПОДХЛЕСТНУТЬ;
хIалакинавизе;ПОДХЛЕСТНУТЬ;
цодагьаб бацIизе;ПОДХЛЕСТНУТЬ;
аскIобегIан бачIин;ПОДХОД;
данде кколеб;ПОДХОДЯЩИЙ;
рекъараб;ПОДХОДЯЩИЙ;
санагIатаб;ПОДХОДЯЩИЙ;
ярагьунеб;ПОДХОДЯЩИЙ;
базе;ПОДЦЕПИТЬ;
хурхинабизе;ПОДЦЕПИТЬ;
щвезе;ПОДЦЕПИТЬ;
зама-заманалдасан;ПОДЧАС;
мех-мехалъ;ПОДЧАС;
цо-цо мехалъ;ПОДЧАС;
батIагьабизе;ПОДЧЕРКНУТЬ;
бихьизабизе;ПОДЧЕРКНУТЬ;
гъоркьан хIучч цIазе;ПОДЧЕРКНУТЬ;
кIвар кьезе;ПОДЧЕРКНУТЬ;
кверщаликье боси;ПОДЧИНЕНИЕ;
мутIигI гьаби;ПОДЧИНЕНИЕ;
мутIигIлъи;ПОДЧИНЕНИЕ;
нахъбилълъин;ПОДЧИНЕНИЕ;
нахъбилълъинаби;ПОДЧИНЕНИЕ;
нахъбилълъиналъул бухьен;ПОДЧИНЕНИЕ;
нахъбилълъараб;ПОДЧИНЁННЫЙ;
кверщаликье бачине;ПОДЧИНИТЬ;
кверщел гьабизе;ПОДЧИНИТЬ;
мутIигI гьабизе;ПОДЧИНИТЬ;
кверщаликье ине;ПОДЧИНИТЬСЯ;
мутIигIлъизе;ПОДЧИНИТЬСЯ;
бацIцIине;ПОДЧИСТИТЬ;
нахъе босизе;ПОДЧИСТИТЬ;
рацIцIад гьаризе;ПОДЧИСТИТЬ;
цIодоргохъва-гIазе;ПОДЧИСТИТЬ;
щибго нахъе течIоголъугIизабизе;ПОДЧИСТИТЬ;
нахъе щибго течIого;ПОДЧИСТУЮ;
тIубанго;ПОДЧИСТУЮ;
жинда тIад къайимлъи гьабулеб;ПОДШЕФНЫЙ;
къайимлъиялда бугеб;ПОДШЕФНЫЙ;
гъоркьан букъи;ПОДШИВКА;
базе;ПОДШИТЬ;
букъизе;ПОДШИТЬ;
гъоркь жо букъизе;ПОДШИТЬ;
гъоркьан букъизе;ПОДШИТЬ;
жанибе чIван букъизе;ПОДШИТЬ;
къокъ гьабизе;ПОДШИТЬ;
лаб чIвазе;ПОДШИТЬ;
рекIинабизе;ПОДШИТЬ;
валъаргъине;ПОДШУТИТЬ;
лъиданиги тIад велъизе;ПОДШУТИТЬ;
махсара гьабизе;ПОДШУТИТЬ;
аскIобе бачIунеб нух;ПОДЪЕЗД;
